id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
3	playerVirtual2	192.168.0.200	2	3.65	2	1	6	1	6	0	0	1023	1047552	10230	7	11264	102	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 03:49:20	0
4	playerVirtual3	192.168.0.200	3	0	1	1	2	0	2	0	0	1023	1047552	10230	2	4096	40	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 03:48:00	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	5.97	6	0.923077	4	0	4	0	0	1023	1047552	10230	7	14336	140	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 03:51:38	0
2	playerVirtual1	192.168.0.200	1	10.96	5	0.909091	13	1	13	0	0	1023	1047552	10230	15	21504	186	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 03:54:25	0
3	playerVirtual2	192.168.0.200	2	3.65	3	1	7	1	7	0	0	1023	1047552	10230	8	13312	122	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 03:52:10	0
4	playerVirtual3	192.168.0.200	3	1.99	2	0.666667	5	0	5	0	0	1023	1047552	10230	6	12288	120	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 03:54:28	0
5	playerVirtual4	192.168.0.200	3	1.66	1	0	2	1	2	0	0	1023	1047552	10230	2	1024	2	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 03:53:52	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	7.96	7	0.933333	5	0	5	0	0	1023	1047552	10230	9	18432	180	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 03:58:18	0
2	playerVirtual1	192.168.0.200	1	12.29	6	0.923077	14	1	14	0	0	1023	1047552	10230	16	22016	187	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 03:59:24	0
3	playerVirtual2	192.168.0.200	2	4.98	4	1	8	1	8	0	0	1023	1047552	10230	9	13824	123	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 03:56:50	0
4	playerVirtual3	192.168.0.200	2	5.31	3	0.8	7	0	7	0	0	1023	1047552	10230	9	16896	161	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 03:57:29	0
5	playerVirtual4	192.168.0.200	2	6.31	2	1	5	1	5	0	0	1023	1047552	10230	6	6144	44	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 03:58:39	0
6	playerVirtual5	192.168.0.200	3	1.33	1	0	2	0	2	0	0	1023	1047552	10230	2	2560	21	30	3df9917cfc9319edfe1139294a7b81ce70879c86	NULL	1	2018-01-16 03:59:15	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	7.96	8	0.9375	5	0	5	0	0	1023	1047552	10230	9	18432	180	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 03:58:18	0
2	playerVirtual1	192.168.0.200	1	12.29	7	0.928571	14	1	13	1	0	1023	1047552	10230	15	21504	186	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 03:59:24	0
3	playerVirtual2	192.168.0.200	2	4.98	5	1	9	1	9	0	0	1023	1047552	10230	10	15872	143	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 04:01:34	0
4	playerVirtual3	192.168.0.200	1	6.64	5	0.833333	8	0	8	0	0	1023	1047552	10230	10	17408	162	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 04:00:55	0
5	playerVirtual4	192.168.0.200	1	6.31	4	1	6	1	6	0	0	1023	1047552	10230	7	8192	64	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 04:03:21	0
6	playerVirtual5	192.168.0.200	2	2.66	2	1	3	0	3	0	0	1023	1047552	10230	3	3072	22	30	3df9917cfc9319edfe1139294a7b81ce70879c86	NULL	1	2018-01-16 04:02:04	0
7	playerVirtual6	192.168.0.200	3	0	1	0	2	0	2	0	0	1023	1047552	10230	2	4096	40	30	466bafd2c32ab52af1eba977ee01196f4a135198	NULL	1	2018-01-16 04:02:29	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	7.96	9	0.941176	6	0	6	0	0	1023	1047552	10230	10	20480	200	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 04:05:00	0
2	playerVirtual1	192.168.0.200	1	12.29	8	0.9375	15	1	14	1	0	1023	1047552	10230	16	23552	206	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 04:05:24	0
3	playerVirtual2	192.168.0.200	2	4.98	6	1	10	1	10	0	0	1023	1047552	10230	11	17920	163	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 04:06:38	0
4	playerVirtual3	192.168.0.200	1	7.97	6	0.857143	9	0	9	0	0	1023	1047552	10230	11	17920	163	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 04:06:16	0
5	playerVirtual4	192.168.0.200	1	6.31	5	1	6	1	6	0	0	1023	1047552	10230	7	8192	64	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 04:03:21	0
6	playerVirtual5	192.168.0.200	2	3.99	3	1	4	0	4	0	0	1023	1047552	10230	4	3584	23	30	3df9917cfc9319edfe1139294a7b81ce70879c86	NULL	1	2018-01-16 04:06:43	0
7	playerVirtual6	192.168.0.200	3	1.33	2	1	3	0	3	0	0	1023	1047552	10230	3	4608	41	30	466bafd2c32ab52af1eba977ee01196f4a135198	NULL	1	2018-01-16 04:09:21	0
8	playerVirtual7	192.168.0.200	3	0	1	0	2	0	2	0	0	1023	1047552	10230	2	4096	40	30	ebae19ef25bb473c4cd2a20f7f1e01142748d2c0	NULL	1	2018-01-16 04:06:37	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	7.96	10	0.941176	7	0	7	0	0	1023	1047552	10230	11	22528	220	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 04:10:42	0
2	playerVirtual1	192.168.0.200	1	12.29	9	0.9375	16	1	13	3	0	1023	1047552	10230	14	20992	185	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 04:14:24	0
3	playerVirtual2	192.168.0.200	2	4.98	7	1	10	1	10	0	0	1023	1047552	10230	11	17920	163	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 04:06:38	0
4	playerVirtual3	192.168.0.200	1	7.97	7	0.888889	9	0	9	0	0	1023	1047552	10230	11	17920	163	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 04:06:16	0
5	playerVirtual4	192.168.0.200	1	8.3	6	1	7	1	7	0	0	1023	1047552	10230	9	12288	104	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 04:09:42	0
6	playerVirtual5	192.168.0.200	2	3.99	4	1	5	0	5	0	0	1023	1047552	10230	5	5632	43	30	3df9917cfc9319edfe1139294a7b81ce70879c86	NULL	1	2018-01-16 04:11:34	0
7	playerVirtual6	192.168.0.200	3	1.33	3	1	4	0	2	2	0	1023	1047552	10230	2	4096	40	30	466bafd2c32ab52af1eba977ee01196f4a135198	NULL	1	2018-01-16 04:13:21	0
8	playerVirtual7	192.168.0.200	3	1.33	2	1	3	0	3	0	0	1023	1047552	10230	3	4608	41	30	ebae19ef25bb473c4cd2a20f7f1e01142748d2c0	NULL	1	2018-01-16 04:09:43	0
9	playerVirtual8	192.168.0.200	3	1.33	1	0	1	0	1	0	0	1023	1047552	10230	1	512	1	30	cebd5873ef8e70819b53c50e50aad9def5ed8e40	NULL	1	2018-01-16 04:11:13	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	7.96	11	0.944444	7	0	6	1	0	1023	1047552	10230	10	20480	200	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 04:10:42	0
2	playerVirtual1	192.168.0.200	1	12.29	10	0.941176	16	1	13	3	0	1023	1047552	10230	14	20992	185	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 04:14:24	0
3	playerVirtual2	192.168.0.200	2	4.98	8	1	11	1	10	1	0	1023	1047552	10230	11	17920	163	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 04:19:12	0
4	playerVirtual3	192.168.0.200	1	7.97	8	0.9	10	0	10	0	0	1023	1047552	10230	12	19968	183	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 04:17:56	0
5	playerVirtual4	192.168.0.200	1	9.63	7	1	8	1	8	0	0	1023	1047552	10230	10	12800	105	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 04:19:25	0
6	playerVirtual5	192.168.0.200	2	3.99	5	1	5	0	5	0	0	1023	1047552	10230	5	5632	43	30	3df9917cfc9319edfe1139294a7b81ce70879c86	NULL	1	2018-01-16 04:11:34	0
7	playerVirtual6	192.168.0.200	2	2.66	4	1	5	0	3	2	0	1023	1047552	10230	3	4608	41	30	466bafd2c32ab52af1eba977ee01196f4a135198	NULL	1	2018-01-16 04:19:02	0
8	playerVirtual7	192.168.0.200	2	2.66	3	1	4	0	4	0	0	1023	1047552	10230	4	5120	42	30	ebae19ef25bb473c4cd2a20f7f1e01142748d2c0	NULL	1	2018-01-16 04:15:39	0
9	playerVirtual8	192.168.0.200	3	1.33	2	1	2	0	2	0	0	1023	1047552	10230	2	2560	21	30	cebd5873ef8e70819b53c50e50aad9def5ed8e40	NULL	1	2018-01-16 04:15:58	0
10	playerVirtual9	192.168.0.200	3	0	1	0	1	0	1	0	0	1023	1047552	10230	1	2048	20	30	927737303bc87233f5b1b367fc5703ac75eed92d	NULL	1	2018-01-16 04:17:44	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	7.96	12	0.944444	8	0	7	1	0	1023	1047552	10230	11	22528	220	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 04:22:45	0
2	playerVirtual1	192.168.0.200	1	12.29	11	0.944444	17	1	13	4	0	1023	1047552	10230	14	20992	185	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 04:24:27	0
3	playerVirtual2	192.168.0.200	2	4.98	9	1	11	1	10	1	0	1023	1047552	10230	11	17920	163	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 04:19:12	0
4	playerVirtual3	192.168.0.200	1	7.97	9	0.9	10	0	10	0	0	1023	1047552	10230	12	19968	183	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 04:17:56	0
5	playerVirtual4	192.168.0.200	1	9.63	8	1	8	1	8	0	0	1023	1047552	10230	10	12800	105	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 04:19:25	0
6	playerVirtual5	192.168.0.200	1	5.32	7	1	6	0	6	0	0	1023	1047552	10230	6	6144	44	30	3df9917cfc9319edfe1139294a7b81ce70879c86	NULL	1	2018-01-16 04:19:34	0
7	playerVirtual6	192.168.0.200	2	2.66	5	1	5	0	3	2	0	1023	1047552	10230	3	4608	41	30	466bafd2c32ab52af1eba977ee01196f4a135198	NULL	1	2018-01-16 04:19:02	0
8	playerVirtual7	192.168.0.200	2	2.66	4	1	5	0	5	0	0	1023	1047552	10230	5	7168	62	30	ebae19ef25bb473c4cd2a20f7f1e01142748d2c0	NULL	1	2018-01-16 04:19:59	0
9	playerVirtual8	192.168.0.200	2	2.66	3	1	3	0	3	0	0	1023	1047552	10230	3	3072	22	30	cebd5873ef8e70819b53c50e50aad9def5ed8e40	NULL	1	2018-01-16 04:21:47	0
10	playerVirtual9	192.168.0.200	3	0	2	0	2	0	2	0	0	1023	1047552	10230	2	4096	40	30	927737303bc87233f5b1b367fc5703ac75eed92d	NULL	1	2018-01-16 04:21:56	0
11	playerVirtual10	192.168.0.200	3	0	1	0	1	0	1	0	0	1023	1047552	10230	1	2048	20	30	73b45feb560c1c76e2c8ee9f8ad39b255cd20af7	NULL	1	2018-01-16 04:21:38	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	7.96	13	0.944444	8	0	6	2	0	1023	1047552	10230	10	20480	200	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 04:22:45	0
2	playerVirtual1	192.168.0.200	1	12.29	12	0.944444	17	1	13	4	0	1023	1047552	10230	14	20992	185	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 04:24:27	0
3	playerVirtual2	192.168.0.200	1	6.31	11	1	12	1	11	1	0	1023	1047552	10230	12	18432	164	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 04:25:17	0
4	playerVirtual3	192.168.0.200	1	7.97	10	0.909091	10	0	10	0	0	1023	1047552	10230	12	19968	183	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 04:17:56	0
5	playerVirtual4	192.168.0.200	1	9.63	9	1	8	1	8	0	0	1023	1047552	10230	10	12800	105	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 04:19:25	0
6	playerVirtual5	192.168.0.200	1	5.32	8	1	6	0	6	0	0	1023	1047552	10230	6	6144	44	30	3df9917cfc9319edfe1139294a7b81ce70879c86	NULL	1	2018-01-16 04:19:34	0
7	playerVirtual6	192.168.0.200	2	3.99	6	1	6	0	4	2	0	1023	1047552	10230	4	5120	42	30	466bafd2c32ab52af1eba977ee01196f4a135198	NULL	1	2018-01-16 04:25:14	0
8	playerVirtual7	192.168.0.200	2	3.99	5	1	6	0	6	0	0	1023	1047552	10230	6	7680	63	30	ebae19ef25bb473c4cd2a20f7f1e01142748d2c0	NULL	1	2018-01-16 04:27:01	0
9	playerVirtual8	192.168.0.200	2	2.66	4	1	3	0	3	0	0	1023	1047552	10230	3	3072	22	30	cebd5873ef8e70819b53c50e50aad9def5ed8e40	NULL	1	2018-01-16 04:21:47	0
10	playerVirtual9	192.168.0.200	3	0	3	1	2	0	1	1	0	1023	1047552	10230	1	2048	20	30	927737303bc87233f5b1b367fc5703ac75eed92d	NULL	1	2018-01-16 04:21:56	0
11	playerVirtual10	192.168.0.200	3	0	2	0	2	0	2	0	0	1023	1047552	10230	2	4096	40	30	73b45feb560c1c76e2c8ee9f8ad39b255cd20af7	NULL	1	2018-01-16 04:25:29	0
12	playerVirtual11	192.168.0.200	3	0	1	0	1	0	1	0	0	1023	1047552	10230	1	2048	20	30	2ae67f124f7f24c483be40e0a21f992640ed544f	NULL	1	2018-01-16 04:26:05	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	7.96	14	0.944444	8	0	6	2	0	1023	1047552	10230	10	20480	200	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 04:22:45	0
2	playerVirtual1	192.168.0.200	1	12.29	13	0.944444	17	1	13	4	0	1023	1047552	10230	14	20992	185	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 04:24:27	0
3	playerVirtual2	192.168.0.200	1	6.31	12	1	12	1	11	1	0	1023	1047552	10230	12	18432	164	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 04:25:17	0
4	playerVirtual3	192.168.0.200	1	7.97	11	0.909091	10	0	9	1	0	1023	1047552	10230	11	19456	182	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 04:17:56	0
5	playerVirtual4	192.168.0.200	1	9.63	10	1	8	1	8	0	0	1023	1047552	10230	10	12800	105	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 04:19:25	0
6	playerVirtual5	192.168.0.200	1	5.32	9	1	6	0	5	1	0	1023	1047552	10230	5	5632	43	30	3df9917cfc9319edfe1139294a7b81ce70879c86	NULL	1	2018-01-16 04:19:34	0
7	playerVirtual6	192.168.0.200	2	3.99	7	1	6	0	3	3	0	1023	1047552	10230	3	4608	41	30	466bafd2c32ab52af1eba977ee01196f4a135198	NULL	1	2018-01-16 04:25:14	0
8	playerVirtual7	192.168.0.200	2	3.99	6	1	6	0	6	0	0	1023	1047552	10230	6	7680	63	30	ebae19ef25bb473c4cd2a20f7f1e01142748d2c0	NULL	1	2018-01-16 04:27:01	0
9	playerVirtual8	192.168.0.200	2	2.66	5	1	4	0	4	0	0	1023	1047552	10230	4	5120	42	30	cebd5873ef8e70819b53c50e50aad9def5ed8e40	NULL	1	2018-01-16 04:34:21	0
10	playerVirtual9	192.168.0.200	3	0	4	1	3	0	2	1	0	1023	1047552	10230	2	4096	40	30	927737303bc87233f5b1b367fc5703ac75eed92d	NULL	1	2018-01-16 04:30:49	0
11	playerVirtual10	192.168.0.200	3	1.33	3	1	3	0	3	0	0	1023	1047552	10230	3	4608	41	30	73b45feb560c1c76e2c8ee9f8ad39b255cd20af7	NULL	1	2018-01-16 04:29:53	0
12	playerVirtual11	192.168.0.200	3	0	2	0	1	0	1	0	0	1023	1047552	10230	1	2048	20	30	2ae67f124f7f24c483be40e0a21f992640ed544f	NULL	1	2018-01-16 04:26:05	0
13	playerVirtual12	192.168.0.200	3	1.33	1	0	1	0	1	0	0	1023	1047552	10230	1	512	1	30	15ebdecc1a8167201d7325ba4079c57b59efbc32	NULL	1	2018-01-16 04:31:25	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	7.96	15	0.944444	8	0	6	2	0	1023	1047552	10230	10	20480	200	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 04:22:45	0
2	playerVirtual1	192.168.0.200	1	12.29	14	0.947368	17	1	13	4	0	1023	1047552	10230	14	20992	185	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 04:24:27	0
3	playerVirtual2	192.168.0.200	1	6.31	13	1	12	1	11	1	0	1023	1047552	10230	12	18432	164	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 04:25:17	0
4	playerVirtual3	192.168.0.200	1	9.3	12	0.909091	11	0	9	2	0	1023	1047552	10230	11	17920	163	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 04:35:09	0
5	playerVirtual4	192.168.0.200	1	9.63	11	1	8	1	7	1	0	1023	1047552	10230	9	12288	104	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 04:19:25	0
6	playerVirtual5	192.168.0.200	1	5.32	10	1	6	0	5	1	0	1023	1047552	10230	5	5632	43	30	3df9917cfc9319edfe1139294a7b81ce70879c86	NULL	1	2018-01-16 04:19:34	0
7	playerVirtual6	192.168.0.200	2	3.99	8	1	6	0	3	3	0	1023	1047552	10230	3	4608	41	30	466bafd2c32ab52af1eba977ee01196f4a135198	NULL	1	2018-01-16 04:25:14	0
8	playerVirtual7	192.168.0.200	2	3.99	7	1	6	0	6	0	0	1023	1047552	10230	6	7680	63	30	ebae19ef25bb473c4cd2a20f7f1e01142748d2c0	NULL	1	2018-01-16 04:27:01	0
9	playerVirtual8	192.168.0.200	2	2.66	6	1	4	0	3	1	0	1023	1047552	10230	3	3072	22	30	cebd5873ef8e70819b53c50e50aad9def5ed8e40	NULL	1	2018-01-16 04:34:21	0
10	playerVirtual9	192.168.0.200	3	0	5	1	3	0	2	1	0	1023	1047552	10230	2	4096	40	30	927737303bc87233f5b1b367fc5703ac75eed92d	NULL	1	2018-01-16 04:30:49	0
11	playerVirtual10	192.168.0.200	2	2.66	4	1	4	0	4	0	0	1023	1047552	10230	4	5120	42	30	73b45feb560c1c76e2c8ee9f8ad39b255cd20af7	NULL	1	2018-01-16 04:39:01	0
12	playerVirtual11	192.168.0.200	3	0	3	1	2	0	2	0	0	1023	1047552	10230	2	4096	40	30	2ae67f124f7f24c483be40e0a21f992640ed544f	NULL	1	2018-01-16 04:35:22	0
13	playerVirtual12	192.168.0.200	3	1.33	2	0	1	0	0	1	0	1023	1047552	10230	0	0	0	30	15ebdecc1a8167201d7325ba4079c57b59efbc32	NULL	1	2018-01-16 04:31:25	0
14	playerVirtual13	192.168.0.200	3	0	1	0	1	0	1	0	0	1023	1047552	10230	1	2048	20	30	cb3daeae7364c0632671299af55f0b94e5eb719f	NULL	1	2018-01-16 04:37:44	0
id	name	address	division	score	history	fairness	accepts	rejects	running	finished	problem_del	vcpus	memory	local_gb	vcpus_used	memory_used	local_gb_used	max_instance	token	suspend	enabled	last_choice	playoff
1	playerVirtual0	192.168.0.200	1	7.96	16	0.944444	8	0	6	2	0	1023	1047552	10230	10	20480	200	30	73fdd421af944bdda49bd25897a8aae70ec93966	NULL	1	2018-01-16 04:22:45	0
2	playerVirtual1	192.168.0.200	1	12.29	15	0.947368	17	1	13	4	0	1023	1047552	10230	14	20992	185	30	2f4084478496b98d5919738ab31c3cc87bb7d42e	NULL	1	2018-01-16 04:24:27	0
3	playerVirtual2	192.168.0.200	1	6.31	14	1	12	1	11	1	0	1023	1047552	10230	12	18432	164	30	183fd261d9db14e2a0bed4bafe7ed46f6a721061	NULL	1	2018-01-16 04:25:17	0
4	playerVirtual3	192.168.0.200	1	9.3	13	0.909091	11	0	8	3	0	1023	1047552	10230	10	17408	162	30	ee84e9d967404a5ff3bff08f2e1c9c38fc3212f4	NULL	1	2018-01-16 04:35:09	0
5	playerVirtual4	192.168.0.200	1	9.63	12	1	8	1	7	1	0	1023	1047552	10230	9	12288	104	30	534b7f0d487b473810e7dbc37a81adac579f2325	NULL	1	2018-01-16 04:19:25	0
6	playerVirtual5	192.168.0.200	1	6.65	11	1	7	0	5	2	0	1023	1047552	10230	5	5632	43	30	3df9917cfc9319edfe1139294a7b81ce70879c86	NULL	1	2018-01-16 04:40:31	0
7	playerVirtual6	192.168.0.200	2	3.99	9	1	7	0	4	3	0	1023	1047552	10230	4	6656	61	30	466bafd2c32ab52af1eba977ee01196f4a135198	NULL	1	2018-01-16 04:39:43	0
8	playerVirtual7	192.168.0.200	2	3.99	8	1	6	0	6	0	0	1023	1047552	10230	6	7680	63	30	ebae19ef25bb473c4cd2a20f7f1e01142748d2c0	NULL	1	2018-01-16 04:27:01	0
9	playerVirtual8	192.168.0.200	2	2.66	7	1	4	0	3	1	0	1023	1047552	10230	3	3072	22	30	cebd5873ef8e70819b53c50e50aad9def5ed8e40	NULL	1	2018-01-16 04:34:21	0
10	playerVirtual9	192.168.0.200	3	0	6	1	3	0	2	1	0	1023	1047552	10230	2	4096	40	30	927737303bc87233f5b1b367fc5703ac75eed92d	NULL	1	2018-01-16 04:30:49	0
11	playerVirtual10	192.168.0.200	2	2.66	5	1	4	0	4	0	0	1023	1047552	10230	4	5120	42	30	73b45feb560c1c76e2c8ee9f8ad39b255cd20af7	NULL	1	2018-01-16 04:39:01	0
12	playerVirtual11	192.168.0.200	3	0	4	1	2	0	2	0	0	1023	1047552	10230	2	4096	40	30	2ae67f124f7f24c483be40e0a21f992640ed544f	NULL	1	2018-01-16 04:35:22	0
13	playerVirtual12	192.168.0.200	3	1.33	3	0	1	0	0	1	0	1023	1047552	10230	0	0	0	30	15ebdecc1a8167201d7325ba4079c57b59efbc32	NULL	1	2018-01-16 04:31:25	0
